couple_id,f_age,f_imprace,f_attr,f_sinc,f_intel,f_fun,f_amb,f_like,m_age,m_imprace,m_attr,m_sinc,m_intel,m_fun,m_amb,m_like,int_corr,samerace,match
f157-m170,28.0,5.0,3.0,6.0,7.0,4.0,5.0,3.0,28.0,2.0,6.0,6.0,6.0,5.0,7.0,5.0,-0.12,1,0
f157-m171,28.0,5.0,5.0,7.0,7.0,6.0,7.0,6.0,29.0,1.0,9.0,8.0,9.0,9.0,10.0,9.0,0.51,0,0
f157-m172,28.0,5.0,7.0,7.0,7.0,8.0,7.0,6.0,27.0,5.0,8.0,5.0,7.0,8.0,9.0,8.0,0.36,0,0
f157-m173,28.0,5.0,5.0,6.0,5.0,6.0,5.0,3.0,22.0,5.0,7.0,8.0,8.0,8.0,8.0,7.0,0.49,0,0
f174-m184,29.0,1.0,5.0,6.0,6.0,6.0,6.0,6.0,34.0,1.0,8.0,10.0,10.0,8.0,6.0,7.0,0.34,0,1
f174-m185,29.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,3.0,6.0,6.0,7.0,6.0,5.0,7.0,0.48,1,0
f174-m188,29.0,1.0,5.0,5.0,5.0,5.0,5.0,7.0,21.0,1.0,4.0,5.0,5.0,5.0,5.0,2.0,0.51,0,0
f174-m189,29.0,1.0,5.0,5.0,5.0,5.0,5.0,7.0,27.0,6.0,5.0,8.0,7.0,5.0,5.0,5.0,0.22,0,0
f174-m190,29.0,1.0,5.0,5.0,6.0,6.0,6.0,6.0,25.0,1.0,5.0,8.0,8.0,8.0,4.0,4.0,0.21,0,0
f174-m191,29.0,1.0,5.0,6.0,5.0,7.0,7.0,6.0,28.0,6.0,5.0,8.0,7.0,6.0,6.0,5.0,0.32,0,0
f174-m192,29.0,1.0,6.0,5.0,6.0,7.0,7.0,7.0,24.0,2.0,3.0,8.0,8.0,4.0,6.0,4.0,-0.03,0,0
f174-m193,29.0,1.0,6.0,5.0,6.0,7.0,7.0,7.0,25.0,2.0,3.0,9.0,7.0,5.0,6.0,7.0,0.37,1,0
f175-m184,23.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,34.0,1.0,7.0,10.0,10.0,7.0,10.0,5.0,0.41,0,0
f175-m185,23.0,5.0,2.0,7.0,7.0,5.0,7.0,2.0,25.0,3.0,3.0,8.0,8.0,4.0,7.0,2.0,0.56,0,0
f175-m186,23.0,5.0,2.0,8.0,8.0,7.0,8.0,4.0,24.0,4.0,7.0,6.0,6.0,6.0,5.0,6.0,0.48,0,0
f175-m188,23.0,5.0,4.0,7.0,7.0,7.0,7.0,5.0,21.0,1.0,6.0,5.0,6.0,5.0,5.0,4.0,0.43,0,1
f175-m189,23.0,5.0,4.0,7.0,7.0,6.0,6.0,7.0,27.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,0.1,1,0
f175-m190,23.0,5.0,7.0,8.0,7.0,7.0,5.0,7.0,25.0,1.0,9.0,8.0,8.0,9.0,8.0,7.0,0.05,0,1
f175-m191,23.0,5.0,1.0,7.0,8.0,8.0,8.0,8.0,28.0,6.0,5.0,9.0,8.0,7.0,8.0,5.0,0.65,0,0
f175-m192,23.0,5.0,1.0,5.0,7.0,8.0,7.0,7.0,24.0,2.0,4.0,8.0,7.0,6.0,4.0,6.0,0.05,0,0
f175-m193,23.0,5.0,4.0,6.0,7.0,6.0,7.0,4.0,25.0,2.0,5.0,8.0,8.0,6.0,8.0,8.0,0.39,0,1
f176-m184,28.0,10.0,7.0,7.0,8.0,6.0,7.0,6.0,34.0,1.0,10.0,10.0,10.0,7.0,10.0,9.0,0.48,0,1
f176-m185,28.0,10.0,6.0,5.0,6.0,6.0,7.0,6.0,25.0,3.0,3.0,8.0,8.0,4.0,7.0,2.0,0.16,1,0
f176-m186,28.0,10.0,7.0,8.0,7.0,6.0,5.0,7.0,24.0,4.0,8.0,7.0,7.0,6.0,7.0,7.0,0.5,1,1
f176-m188,28.0,10.0,7.0,5.0,6.0,8.0,6.0,4.0,21.0,1.0,6.0,5.0,7.0,5.0,5.0,4.0,0.43,0,0
f176-m189,28.0,10.0,6.0,7.0,7.0,5.0,5.0,5.0,27.0,6.0,8.0,8.0,5.0,6.0,4.0,7.0,-0.05,0,0
f176-m191,28.0,10.0,8.0,6.0,7.0,8.0,7.0,5.0,28.0,6.0,7.0,8.0,7.0,7.0,8.0,6.0,0.32,0,1
f176-m192,28.0,10.0,8.0,7.0,9.0,6.0,7.0,7.0,24.0,2.0,7.0,8.0,9.0,3.0,9.0,5.0,-0.47,0,0
f176-m193,28.0,10.0,7.0,8.0,8.0,6.0,7.0,7.0,25.0,2.0,6.0,9.0,9.0,3.0,9.0,5.0,0.4,1,0
f177-m184,22.0,8.0,5.0,7.0,7.0,5.0,6.0,6.0,34.0,1.0,8.0,10.0,10.0,10.0,10.0,9.0,0.07,1,0
f177-m185,22.0,8.0,2.0,3.0,3.0,3.0,5.0,2.0,25.0,3.0,2.0,9.0,9.0,8.0,9.0,6.0,0.31,0,0
f177-m186,22.0,8.0,2.0,6.0,7.0,2.0,4.0,3.0,24.0,4.0,5.0,5.0,7.0,8.0,5.0,4.0,-0.06,0,0
f177-m188,22.0,8.0,1.0,6.0,6.0,3.0,4.0,3.0,21.0,1.0,3.0,4.0,5.0,5.0,5.0,2.0,-0.13,1,0
f177-m189,22.0,8.0,4.0,6.0,6.0,3.0,5.0,5.0,27.0,6.0,5.0,6.0,6.0,5.0,9.0,5.0,0.05,0,0
f177-m191,22.0,8.0,7.0,7.0,7.0,6.0,8.0,7.0,28.0,6.0,5.0,7.0,7.0,6.0,6.0,5.0,0.14,1,0
f177-m192,22.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,24.0,2.0,6.0,8.0,6.0,7.0,9.0,6.0,0.07,1,0
f177-m193,22.0,8.0,5.0,7.0,7.0,6.0,7.0,6.0,25.0,2.0,6.0,8.0,8.0,6.0,8.0,8.0,0.58,0,0
f178-m191,35.0,5.0,8.0,7.0,7.0,7.0,7.0,7.0,28.0,6.0,5.0,8.0,7.0,7.0,5.0,6.0,0.51,0,0
f179-m184,30.0,5.0,3.0,7.0,6.0,4.0,6.0,2.0,34.0,1.0,10.0,10.0,10.0,10.0,10.0,8.0,0.38,0,0
f179-m185,30.0,5.0,4.0,6.0,6.0,5.0,6.0,2.0,25.0,3.0,8.0,8.0,9.0,9.0,9.0,10.0,0.41,0,0
f179-m186,30.0,5.0,4.0,8.0,7.0,6.0,6.0,3.0,24.0,4.0,7.0,7.0,7.0,8.0,7.0,6.0,0.36,0,0
f179-m188,30.0,5.0,4.0,8.0,7.0,6.0,7.0,3.0,21.0,1.0,7.0,6.0,6.0,6.0,5.0,3.0,0.46,0,0
f179-m189,30.0,5.0,4.0,8.0,7.0,5.0,7.0,5.0,27.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,0.13,0,0
f179-m190,30.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,25.0,1.0,10.0,8.0,10.0,9.0,9.0,9.0,0.22,0,1
f179-m191,30.0,5.0,4.0,7.0,6.0,4.0,6.0,4.0,28.0,6.0,8.0,8.0,9.0,8.0,8.0,7.0,0.45,0,0
f179-m192,30.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,24.0,2.0,7.0,7.0,8.0,8.0,6.0,7.0,-0.02,0,0
f179-m193,30.0,5.0,5.0,7.0,7.0,8.0,8.0,5.0,25.0,2.0,9.0,9.0,9.0,8.0,8.0,9.0,0.41,0,0
f180-m184,24.0,2.0,7.0,8.0,7.0,8.0,7.0,8.0,34.0,1.0,10.0,9.0,8.0,8.0,9.0,6.0,0.24,0,1
f180-m185,24.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,25.0,3.0,9.0,10.0,8.0,8.0,8.0,9.0,0.16,1,0
f180-m188,24.0,2.0,7.0,8.0,8.0,7.0,8.0,7.0,21.0,1.0,8.0,8.0,5.0,8.0,5.0,6.0,-0.07,0,0
f180-m189,24.0,2.0,7.0,6.0,7.0,6.0,6.0,6.0,27.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,-0.27,0,0
f180-m191,24.0,2.0,8.0,7.0,8.0,8.0,8.0,7.0,28.0,6.0,7.0,8.0,7.0,7.0,8.0,6.0,0.13,0,0
f180-m192,24.0,2.0,9.0,8.0,8.0,9.0,8.0,8.0,24.0,2.0,7.0,7.0,8.0,8.0,6.0,7.0,0.02,0,1
f180-m193,24.0,2.0,7.0,7.0,7.0,8.0,6.0,6.0,25.0,2.0,7.0,8.0,8.0,6.0,7.0,8.0,0.15,1,0
f181-m184,22.0,7.0,8.0,9.0,8.0,9.0,10.0,7.0,34.0,1.0,10.0,10.0,10.0,8.0,10.0,9.0,0.43,0,0
f181-m185,22.0,7.0,6.0,8.0,9.0,6.0,10.0,6.0,25.0,3.0,9.0,10.0,8.0,8.0,8.0,9.0,0.62,0,1
f181-m188,22.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,21.0,1.0,6.0,7.0,5.0,6.0,2.0,3.0,0.4,0,0
f181-m189,22.0,7.0,5.0,10.0,8.0,8.0,9.0,4.0,27.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,-0.22,0,0
f181-m191,22.0,7.0,8.0,9.0,8.0,8.0,8.0,6.0,28.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,0.16,0,1
f181-m192,22.0,7.0,6.0,4.0,4.0,9.0,5.0,6.0,24.0,2.0,7.0,7.0,6.0,5.0,6.0,3.0,-0.3,0,0
f181-m193,22.0,7.0,8.0,8.0,9.0,8.0,9.0,8.0,25.0,2.0,8.0,10.0,8.0,6.0,9.0,8.0,0.54,0,1
f182-m184,22.0,7.0,7.0,8.0,8.0,8.0,9.0,8.0,34.0,1.0,8.0,10.0,10.0,8.0,9.0,7.0,-0.34,0,0
f182-m185,22.0,7.0,7.0,7.0,8.0,9.0,8.0,6.0,25.0,3.0,6.0,8.0,9.0,9.0,9.0,9.0,0.42,0,0
f182-m186,22.0,7.0,6.0,8.0,10.0,9.0,10.0,8.0,24.0,4.0,5.0,7.0,6.0,5.0,5.0,4.0,0.56,0,0
f182-m188,22.0,7.0,1.0,7.0,8.0,9.0,10.0,10.0,21.0,1.0,5.0,7.0,7.0,6.0,7.0,2.0,0.1,0,0
f182-m189,22.0,7.0,6.0,8.0,8.0,8.0,9.0,6.0,27.0,6.0,5.0,7.0,6.0,6.0,7.0,6.0,-0.22,0,0
f182-m191,22.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,28.0,6.0,5.0,7.0,7.0,7.0,8.0,6.0,-0.12,0,0
f182-m192,22.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,24.0,2.0,3.0,8.0,7.0,6.0,7.0,5.0,0.33,0,0
f182-m193,22.0,7.0,5.0,8.0,9.0,9.0,9.0,8.0,25.0,2.0,3.0,9.0,7.0,6.0,8.0,8.0,0.53,0,0
f183-m184,24.0,1.0,8.0,9.0,9.0,7.0,6.0,7.0,34.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.28,1,1
f183-m185,24.0,1.0,7.0,6.0,7.0,6.0,6.0,7.0,25.0,3.0,6.0,6.0,6.0,7.0,6.0,6.0,-0.01,0,0
f183-m186,24.0,1.0,8.0,8.0,8.0,7.0,6.0,8.0,24.0,4.0,7.0,7.0,6.0,6.0,5.0,4.0,0.4,0,0
f183-m188,24.0,1.0,6.0,7.0,7.0,7.0,7.0,5.0,21.0,1.0,4.0,5.0,5.0,5.0,5.0,3.0,0.31,1,0
f183-m189,24.0,1.0,6.0,8.0,8.0,7.0,6.0,5.0,27.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,0.05,0,0
f183-m190,24.0,1.0,7.0,7.0,7.0,9.0,9.0,9.0,25.0,1.0,8.0,3.0,8.0,8.0,4.0,6.0,0.24,1,0
f183-m191,24.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,28.0,6.0,5.0,7.0,7.0,6.0,6.0,5.0,0.43,1,0
f183-m192,24.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,24.0,2.0,5.0,7.0,6.0,5.0,5.0,6.0,0.32,1,0
f183-m193,24.0,1.0,7.0,8.0,7.0,6.0,6.0,8.0,25.0,2.0,6.0,8.0,7.0,7.0,6.0,7.0,-0.38,0,0
f194-m214,24.0,9.0,7.0,8.0,10.0,8.0,10.0,7.0,23.0,6.0,7.0,8.0,6.0,7.0,8.0,5.0,-0.22,1,0
f194-m215,24.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,26.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,0.74,0,0
f194-m216,24.0,9.0,4.0,8.0,8.0,6.0,8.0,5.0,27.0,7.0,5.0,5.0,7.0,5.0,5.0,5.0,0.34,1,0
f194-m217,24.0,9.0,8.0,8.0,10.0,7.0,10.0,6.0,26.0,8.0,3.0,9.0,9.0,4.0,7.0,6.0,-0.43,1,0
f194-m218,24.0,9.0,8.0,9.0,10.0,7.0,10.0,6.0,24.0,9.0,2.0,6.0,4.0,5.0,4.0,3.0,-0.29,1,0
f194-m220,24.0,9.0,6.0,10.0,10.0,9.0,10.0,7.0,25.0,1.0,5.0,8.0,8.0,7.0,9.0,2.0,-0.22,0,0
f194-m221,24.0,9.0,8.0,10.0,10.0,8.0,10.0,8.0,27.0,6.0,4.0,3.0,6.0,7.0,6.0,6.0,0.41,0,1
f194-m222,24.0,9.0,3.0,10.0,9.0,6.0,8.0,5.0,27.0,8.0,7.0,4.0,4.0,4.0,7.0,4.0,-0.23,1,0
f194-m223,24.0,9.0,6.0,10.0,10.0,7.0,10.0,6.0,28.0,6.0,7.0,7.0,7.0,8.0,6.0,6.0,0.3,1,0
f194-m224,24.0,9.0,7.0,9.0,10.0,8.0,9.0,7.0,32.0,1.0,5.0,8.0,7.0,7.0,6.0,7.0,0.19,1,0
f194-m225,24.0,9.0,7.0,10.0,10.0,8.0,9.0,7.0,28.0,4.0,6.0,4.0,5.0,5.0,3.0,4.0,-0.18,0,0
f194-m226,24.0,9.0,10.0,8.0,8.0,8.0,8.0,7.0,23.0,1.0,4.0,5.0,5.0,4.0,5.0,4.0,-0.07,1,0
f194-m227,24.0,9.0,10.0,8.0,7.0,7.0,9.0,7.0,26.0,7.0,4.0,6.0,6.0,5.0,5.0,4.0,0.57,1,0
f194-m228,24.0,9.0,7.0,10.0,10.0,6.0,10.0,6.0,24.0,1.0,6.0,7.0,6.0,4.0,6.0,5.0,-0.05,0,0
f194-m229,24.0,9.0,8.0,9.0,8.0,6.0,7.0,7.0,28.0,7.0,1.0,5.0,5.0,3.0,5.0,5.0,0.33,1,0
f194-m230,24.0,9.0,6.0,10.0,9.0,8.0,8.0,5.0,42.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,-0.02,1,0
f194-m231,24.0,9.0,8.0,10.0,9.0,8.0,8.0,7.0,30.0,1.0,5.0,4.0,6.0,5.0,6.0,4.0,-0.28,0,0
f194-m232,24.0,9.0,5.0,10.0,9.0,6.0,7.0,5.0,31.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,-0.44,1,0
f194-m233,24.0,9.0,6.0,7.0,9.0,7.0,8.0,7.0,29.0,1.0,6.0,7.0,8.0,7.0,8.0,6.0,0.17,0,0
f195-m214,27.0,3.0,8.0,7.0,10.0,8.0,9.0,10.0,23.0,6.0,9.0,8.0,7.0,7.0,7.0,7.0,0.27,1,0
f195-m215,27.0,3.0,7.0,8.0,9.0,9.0,8.0,10.0,26.0,3.0,5.0,9.0,8.0,9.0,7.0,8.0,0.41,0,1
f195-m216,27.0,3.0,5.0,8.0,7.0,6.0,8.0,6.0,27.0,7.0,7.0,7.0,9.0,8.0,8.0,7.0,-0.03,1,0
f195-m217,27.0,3.0,9.0,6.0,10.0,7.0,9.0,6.0,26.0,8.0,6.0,5.0,9.0,4.0,6.0,7.0,0.01,1,1
f195-m218,27.0,3.0,6.0,10.0,10.0,5.0,9.0,7.0,24.0,9.0,6.0,7.0,7.0,5.0,6.0,6.0,0.07,1,0
f195-m219,27.0,3.0,9.0,10.0,9.0,9.0,8.0,9.0,26.0,1.0,7.0,8.0,7.0,7.0,4.0,7.0,0.09,1,0
f195-m220,27.0,3.0,5.0,10.0,9.0,8.0,9.0,9.0,25.0,1.0,8.0,8.0,9.0,10.0,8.0,9.0,0.6,0,0
f195-m221,27.0,3.0,7.0,8.0,7.0,7.0,8.0,7.0,27.0,6.0,7.0,8.0,8.0,8.0,5.0,7.0,-0.21,0,0
f195-m222,27.0,3.0,4.0,5.0,10.0,5.0,6.0,5.0,27.0,8.0,6.0,3.0,8.0,3.0,3.0,4.0,0.03,1,0
f195-m223,27.0,3.0,6.0,8.0,10.0,5.0,7.0,8.0,28.0,6.0,6.0,8.0,6.0,7.0,6.0,5.0,0.22,1,0
f195-m224,27.0,3.0,8.0,8.0,10.0,6.0,7.0,8.0,32.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,0.44,1,0
f195-m225,27.0,3.0,6.0,7.0,8.0,9.0,8.0,8.0,28.0,4.0,6.0,7.0,7.0,7.0,6.0,6.0,-0.27,0,1
f195-m226,27.0,3.0,10.0,9.0,9.0,8.0,9.0,7.0,23.0,1.0,6.0,7.0,7.0,8.0,6.0,6.0,-0.04,1,0
f195-m227,27.0,3.0,9.0,7.0,7.0,6.0,6.0,7.0,26.0,7.0,6.0,4.0,8.0,8.0,5.0,6.0,-0.12,1,0
f195-m228,27.0,3.0,8.0,9.0,10.0,5.0,5.0,6.0,24.0,1.0,6.0,6.0,6.0,7.0,6.0,6.0,0.26,0,0
f195-m229,27.0,3.0,8.0,8.0,9.0,9.0,8.0,7.0,28.0,7.0,8.0,9.0,7.0,9.0,5.0,7.0,0.49,1,1
f195-m230,27.0,3.0,6.0,7.0,6.0,6.0,6.0,5.0,42.0,5.0,8.0,7.0,7.0,7.0,6.0,7.0,-0.43,1,0
f195-m231,27.0,3.0,6.0,10.0,9.0,8.0,10.0,9.0,30.0,1.0,6.0,8.0,8.0,8.0,4.0,8.0,0.17,0,0
f195-m232,27.0,3.0,5.0,6.0,7.0,4.0,6.0,5.0,31.0,4.0,7.0,8.0,8.0,8.0,6.0,7.0,0.29,1,0
f195-m233,27.0,3.0,6.0,9.0,10.0,9.0,8.0,7.0,29.0,1.0,6.0,7.0,7.0,7.0,7.0,6.0,-0.5,0,1
f196-m214,25.0,1.0,5.0,8.0,7.0,9.0,8.0,6.0,23.0,6.0,7.0,8.0,8.0,7.0,9.0,6.0,0.0,0,1
f196-m215,25.0,1.0,5.0,6.0,7.0,6.0,7.0,6.0,26.0,3.0,5.0,8.0,5.0,3.0,3.0,3.0,-0.38,1,0
f196-m217,25.0,1.0,6.0,8.0,7.0,6.0,7.0,8.0,26.0,8.0,4.0,7.0,8.0,5.0,4.0,7.0,0.52,0,0
f196-m219,25.0,1.0,6.0,7.0,7.0,7.0,7.0,7.0,26.0,1.0,8.0,7.0,7.0,5.0,5.0,7.0,0.2,0,1
f196-m220,25.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,25.0,1.0,10.0,10.0,10.0,9.0,9.0,9.0,-0.34,0,0
f196-m221,25.0,1.0,3.0,6.0,4.0,3.0,3.0,3.0,27.0,6.0,6.0,5.0,5.0,4.0,3.0,5.0,0.15,1,0
f196-m222,25.0,1.0,2.0,6.0,4.0,2.0,1.0,2.0,27.0,8.0,7.0,6.0,5.0,3.0,4.0,6.0,0.5,0,0
f196-m225,25.0,1.0,3.0,4.0,4.0,4.0,5.0,2.0,28.0,4.0,6.0,5.0,5.0,3.0,2.0,5.0,0.09,0,0
f196-m226,25.0,1.0,5.0,4.0,5.0,5.0,5.0,3.0,23.0,1.0,5.0,8.0,7.0,4.0,6.0,6.0,-0.2,0,0
f196-m227,25.0,1.0,5.0,5.0,4.0,2.0,3.0,3.0,26.0,7.0,5.0,7.0,7.0,6.0,5.0,3.0,-0.1,0,0
f196-m229,25.0,1.0,3.0,3.0,5.0,3.0,6.0,3.0,28.0,7.0,6.0,7.0,8.0,2.0,1.0,3.0,-0.4,0,0
f196-m230,25.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,42.0,5.0,8.0,7.0,8.0,5.0,5.0,8.0,0.57,0,0
f196-m232,25.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,31.0,4.0,6.0,6.0,6.0,5.0,5.0,4.0,0.32,0,0
f197-m214,24.0,2.0,7.0,7.0,7.0,7.0,7.0,4.0,23.0,6.0,8.0,8.0,9.0,6.0,8.0,8.0,-0.04,0,0
f197-m215,24.0,2.0,8.0,8.0,8.0,8.0,8.0,4.0,26.0,3.0,7.0,9.0,9.0,6.0,7.0,7.0,0.32,0,0
f197-m216,24.0,2.0,7.0,6.0,7.0,7.0,7.0,4.0,27.0,7.0,6.0,8.0,8.0,6.0,6.0,6.0,0.66,0,0
f197-m217,24.0,2.0,8.0,9.0,9.0,7.0,9.0,7.0,26.0,8.0,7.0,7.0,9.0,7.0,7.0,7.0,0.35,0,1
f197-m218,24.0,2.0,7.0,8.0,7.0,6.0,8.0,4.0,24.0,9.0,3.0,3.0,4.0,4.0,4.0,2.0,0.43,0,0
f197-m219,24.0,2.0,7.0,7.0,8.0,6.0,7.0,4.0,26.0,1.0,6.0,8.0,6.0,5.0,5.0,6.0,0.6,0,0
f197-m220,24.0,2.0,7.0,7.0,7.0,7.0,7.0,4.0,25.0,1.0,8.0,8.0,7.0,8.0,9.0,9.0,0.1,1,0
f197-m221,24.0,2.0,7.0,7.0,7.0,7.0,7.0,4.0,27.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,0.12,0,0
f197-m222,24.0,2.0,7.0,7.0,7.0,7.0,7.0,4.0,27.0,8.0,8.0,4.0,7.0,6.0,7.0,8.0,0.59,0,0
f197-m223,24.0,2.0,7.0,7.0,7.0,7.0,7.0,5.0,28.0,6.0,8.0,6.0,7.0,4.0,8.0,5.0,0.34,0,0
f197-m224,24.0,2.0,8.0,8.0,8.0,7.0,7.0,5.0,32.0,1.0,5.0,8.0,8.0,10.0,5.0,8.0,0.23,0,0
f197-m225,24.0,2.0,7.0,7.0,7.0,7.0,7.0,4.0,28.0,4.0,6.0,6.0,6.0,5.0,6.0,7.0,0.11,0,0
f197-m226,24.0,2.0,7.0,8.0,8.0,8.0,8.0,6.0,23.0,1.0,8.0,8.0,8.0,8.0,7.0,8.0,-0.02,0,0
f197-m227,24.0,2.0,7.0,7.0,7.0,7.0,7.0,5.0,26.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.46,0,0
f197-m228,24.0,2.0,7.0,7.0,7.0,7.0,7.0,5.0,24.0,1.0,5.0,6.0,6.0,6.0,7.0,5.0,0.63,0,0
f197-m229,24.0,2.0,7.0,7.0,7.0,7.0,7.0,4.0,28.0,7.0,4.0,8.0,8.0,5.0,4.0,3.0,0.04,0,0
f197-m230,24.0,2.0,7.0,7.0,7.0,6.0,7.0,4.0,42.0,5.0,7.0,6.0,7.0,6.0,5.0,6.0,0.35,0,0
f197-m231,24.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,30.0,1.0,9.0,5.0,6.0,6.0,6.0,8.0,0.43,0,1
f197-m232,24.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,31.0,4.0,10.0,10.0,9.0,10.0,8.0,9.0,0.13,0,1
f197-m233,24.0,2.0,7.0,7.0,7.0,7.0,7.0,5.0,29.0,1.0,8.0,8.0,8.0,8.0,8.0,6.0,0.18,0,0
f198-m214,23.0,8.0,4.0,5.0,5.0,5.0,5.0,4.0,23.0,6.0,6.0,7.0,7.0,6.0,7.0,4.0,0.07,0,0
f198-m215,23.0,8.0,4.0,5.0,5.0,6.0,6.0,6.0,26.0,3.0,3.0,7.0,5.0,6.0,5.0,3.0,-0.36,1,0
f198-m216,23.0,8.0,3.0,4.0,5.0,6.0,6.0,5.0,27.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,-0.22,0,0
f198-m217,23.0,8.0,6.0,5.0,7.0,5.0,5.0,4.0,26.0,8.0,3.0,7.0,6.0,3.0,5.0,4.0,0.13,0,0
f198-m218,23.0,8.0,5.0,4.0,5.0,5.0,4.0,4.0,24.0,9.0,3.0,7.0,5.0,3.0,4.0,3.0,0.15,0,0
f198-m219,23.0,8.0,5.0,4.0,5.0,4.0,4.0,4.0,26.0,1.0,3.0,6.0,5.0,5.0,5.0,4.0,-0.12,0,0
f198-m220,23.0,8.0,3.0,2.0,8.0,4.0,5.0,2.0,25.0,1.0,8.0,8.0,8.0,9.0,8.0,7.0,-0.24,0,0
f198-m221,23.0,8.0,3.0,5.0,6.0,4.0,5.0,3.0,27.0,6.0,3.0,5.0,6.0,3.0,7.0,3.0,0.05,1,0
f198-m222,23.0,8.0,2.0,3.0,4.0,2.0,3.0,2.0,27.0,8.0,4.0,7.0,8.0,5.0,6.0,4.0,0.0,0,0
f198-m223,23.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,28.0,6.0,6.0,8.0,8.0,3.0,4.0,4.0,-0.45,0,0
f198-m224,23.0,8.0,4.0,5.0,5.0,4.0,3.0,4.0,32.0,1.0,5.0,6.0,6.0,5.0,6.0,5.0,-0.46,0,0
f198-m225,23.0,8.0,4.0,6.0,7.0,7.0,6.0,5.0,28.0,4.0,4.0,5.0,6.0,2.0,3.0,4.0,0.11,0,0
f198-m226,23.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,23.0,1.0,3.0,7.0,6.0,3.0,6.0,4.0,-0.07,0,0
f198-m227,23.0,8.0,5.0,5.0,5.0,5.0,5.0,6.0,26.0,7.0,3.0,3.0,5.0,4.0,4.0,2.0,-0.2,0,0
f198-m228,23.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,24.0,1.0,6.0,9.0,7.0,3.0,8.0,5.0,0.02,1,0
f198-m229,23.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,28.0,7.0,3.0,4.0,5.0,2.0,2.0,3.0,-0.43,0,0
f198-m230,23.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,42.0,5.0,9.0,8.0,8.0,7.0,5.0,7.0,0.4,0,0
f198-m231,23.0,8.0,5.0,5.0,5.0,4.0,4.0,5.0,30.0,1.0,3.0,6.0,5.0,1.0,7.0,3.0,0.04,0,0
f198-m232,23.0,8.0,4.0,4.0,4.0,4.0,4.0,2.0,31.0,4.0,3.0,6.0,5.0,4.0,4.0,3.0,0.03,0,0
f198-m233,23.0,8.0,4.0,6.0,6.0,7.0,6.0,5.0,29.0,1.0,6.0,8.0,8.0,8.0,8.0,7.0,0.44,1,0
f199-m214,30.0,2.0,2.0,10.0,10.0,5.0,6.0,7.0,23.0,6.0,8.0,6.0,7.0,6.0,7.0,7.0,0.46,1,0
f199-m215,30.0,2.0,6.0,6.0,8.0,6.0,8.0,8.0,26.0,3.0,5.0,6.0,6.0,5.0,6.0,5.0,0.49,0,1
f199-m216,30.0,2.0,1.0,6.0,6.0,6.0,7.0,3.0,27.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,0.31,1,0
f199-m217,30.0,2.0,9.0,9.0,9.0,8.0,9.0,6.0,26.0,8.0,9.0,6.0,7.0,5.0,6.0,8.0,0.18,1,1
f199-m218,30.0,2.0,4.0,9.0,9.0,4.0,9.0,6.0,24.0,9.0,4.0,4.0,6.0,6.0,6.0,5.0,0.42,1,0
f199-m219,30.0,2.0,9.0,10.0,10.0,10.0,9.0,9.0,26.0,1.0,6.0,6.0,6.0,6.0,5.0,6.0,0.6,1,1
f199-m220,30.0,2.0,2.0,10.0,8.0,10.0,8.0,8.0,25.0,1.0,8.0,6.0,7.0,6.0,7.0,2.0,0.23,0,0
